"","Domain","Phylum","Class","Order","Family","Genus","Species"
"otu12963","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured actinobacterium","uncultured actinobacterium"
"otu327","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured actinobacterium","uncultured actinobacterium"
"otu569","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Conexibacteraceae bacterium","uncultured Conexibacteraceae bacterium"
"otu7778","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Conexibacteraceae bacterium","uncultured Conexibacteraceae bacterium"
"otu14975","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","Ambiguous_taxa","Ambiguous_taxa"
"otu11392","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured",NA,NA
"otu8050","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Banisveld landfill bacterium BVA77","uncultured Banisveld landfill bacterium BVA77"
"otu2325","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured",NA,NA
"otu693","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured Banisveld landfill bacterium BVA77","uncultured Banisveld landfill bacterium BVA77"
"otu11317","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9241","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu2066","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu6710","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu11656","Bacteria",NA,NA,NA,NA,NA,NA
"otu10907","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2458","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu276","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14524","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7101","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu1910","Bacteria","Verrucomicrobia","LD1-PB3","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu2686","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20"
"otu11456","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20"
"otu13854","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20"
"otu2778","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3936","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20"
"otu5599","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20","uncultured soil bacterium PBS-III-20"
"otu4975","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu558","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11917","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4904","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9389","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6866","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14408","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10818","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9052","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9272","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13717","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12515","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12256","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9530","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4859","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11418","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11092","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7001","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu908","Bacteria","Verrucomicrobia","LD1-PB3","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9405","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9326","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10038","Bacteria","Verrucomicrobia",NA,NA,NA,NA,NA
"otu2207","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9320","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3894","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu1712","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu16140","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6517","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9359","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15031","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6958","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9438","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14451","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu11930","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15815","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10658","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu6231","Bacteria","Verrucomicrobia","WCHB1-41","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu14393","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9543","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu14331","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5217","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu355","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11955","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13965","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu14995","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu4850","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2327","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15547","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12229","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9236","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10678","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13761","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu721","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15673","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15918","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu16345","Bacteria","Verrucomicrobia","WCHB1-41","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3"
"otu518","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2312","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia subdivision 5 bacterium","uncultured Verrucomicrobia subdivision 5 bacterium","uncultured Verrucomicrobia subdivision 5 bacterium","uncultured Verrucomicrobia subdivision 5 bacterium"
"otu9469","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu16121","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11218","Bacteria","Verrucomicrobia","WCHB1-41","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3"
"otu9308","Bacteria","Verrucomicrobia","WCHB1-41","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3"
"otu7147","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11641","Bacteria","Verrucomicrobia","WCHB1-41","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3","bacterium enrichment culture clone JCA3"
"otu9392","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10020","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14376","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10025","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu117","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9049","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15003","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu6263","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11293","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3678","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu7175","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11076","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu16196","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu1527","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6512","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10663","Bacteria","Verrucomicrobia","WCHB1-41","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"otu3234","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu12031","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14825","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2318","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10744","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9011","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10764","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu11560","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14384","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu10906","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu14085","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu7592","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2193","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu1272","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3473","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7236","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu728","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu6171","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu3347","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu11174","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3831","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7633","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu9010","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu1621","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13007","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobiales bacterium","uncultured Verrucomicrobiales bacterium","uncultured Verrucomicrobiales bacterium","uncultured Verrucomicrobiales bacterium"
"otu1423","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu11157","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu8555","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu13983","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu4430","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu1274","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu449","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu6659","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu775","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu1539","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu9412","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu6153","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu261","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11872","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6896","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu555","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9981","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15920","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11374","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11215","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu919","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2366","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2965","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6770","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu9332","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu2095","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu9510","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu353","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu15105","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7099","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu7184","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu2123","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5242","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11514","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11394","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12022","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15010","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu5204","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9264","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9938","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9147","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10026","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14959","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3296","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7341","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu15910","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu16167","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu5216","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15069","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9132","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15802","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7358","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7360","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11559","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6055","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13940","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu7566","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14061","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4471","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11450","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10842","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu8041","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10246","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10666","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9976","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu8803","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10555","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5017","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4470","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4366","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu9189","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10513","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15941","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu6972","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5228","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu8038","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5024","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10078","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10861","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10217","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4663","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11988","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15723","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15855","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14698","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu6696","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9167","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12137","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5021","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5294","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu5077","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu15051","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu14560","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu13800","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10537","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu9213","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu11618","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu1679","Bacteria","Verrucomicrobia","WCHB1-41","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium","uncultured Verrucomicrobia bacterium"
"otu9056","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu12158","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu10927","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu4104","Bacteria","Verrucomicrobia","WCHB1-41","uncultured verrucomicrobium DEV045","uncultured verrucomicrobium DEV045","uncultured verrucomicrobium DEV045","uncultured verrucomicrobium DEV045"
"otu10109","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu3953","Bacteria","Verrucomicrobia","WCHB1-41","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu6227","Bacteria","Verrucomicrobia","WCHB1-41","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"otu10717","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu2963","Bacteria","Verrucomicrobia","WCHB1-41","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa","Ambiguous_taxa"
"otu2243","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
"otu11244","Bacteria","Verrucomicrobia","WCHB1-41",NA,NA,NA,NA
